run,step,val_mlm_loss,val_view_loss,val_translation_loss,val_view_top1,val_translation_token_accuracy
externalval_long_checkpoint_mmpolymer_both,150,0.49690927634947,0.08003664596981253,1.8540147338062525,0.984375,0.4658398567698896
externalval_long_checkpoint_mmpolymer_original,150,0.4916617607232183,0.9716568049043417,5.263478979468346,0.90234375,0.007614721194840968
externalval_long_checkpoint_mmpolymer_translation_only,150,0.5081314437557012,0.9256394114345312,1.857781507074833,0.89453125,0.4645679946988821
externalval_long_checkpoint_mmpolymer_view_only,150,0.4944661040790379,0.07545169809964136,5.255405738949776,0.990234375,0.0074817341464950005
externalval_long_checkpoint_transpolymer_both,60,0.5000489065423608,0.09558147806092165,2.0346184335649014,0.98046875,0.455997874494642
externalval_long_checkpoint_transpolymer_original,60,0.5017685081111267,0.6917403060942888,5.30897131562233,0.923828125,0.01975872395269107
externalval_long_checkpoint_transpolymer_translation_only,60,0.5385601953603327,0.7287427634000778,2.0367084722965956,0.9296875,0.45643655164167285
externalval_long_checkpoint_transpolymer_view_only,60,0.5135560312774032,0.11024285301391501,5.3054995611310005,0.978515625,0.019111563902697526
