model,backbone,view_weight,translation_weight,task,n_samples,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_r2_mean
dual_correctdeepchem_pselfies_shared_deep_selfiesmlm_vw1_tw1_e8,dual_correctdeepchem_pselfies_shared,1.0,1.0,Ei,370,0.4175,0.0427,0.8158,0.0343,0.9283
