model,backbone,view_weight,translation_weight,task,n_samples,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_r2_mean
dual_deepchem_pselfies_shared_scratch_vw1_tw1_e5_dualinput,dual_deepchem_pselfies_shared,1.0,1.0,Egb,561,0.5365,0.0509,0.9224,0.0170,0.9841
