model,backbone,view_weight,translation_weight,task,n_samples,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_r2_mean
dual_correctdeepchem_pselfies_shared_deep_selfiesmlm_bigsmilestrans_vw1_tw1_e2,dual_correctdeepchem_pselfies_shared,1.0,1.0,Xc,432,17.9254,0.5302,0.4109,0.1083,0.7106
