model,backbone,view_weight,translation_weight,task,n_samples,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_r2_mean
trans_scratch_mlm_only_e2,transpolymer,0.0,0.0,Eat,390,0.0872,0.0228,0.9403,0.0220,0.9877
