model,backbone,view_weight,translation_weight,task,n_samples,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_r2_mean
trans_scratch_vw1_tw1_e2,transpolymer,1.0,1.0,Ei,370,0.4499,0.0577,0.7864,0.0421,0.9077
