model,backbone,view_weight,translation_weight,task,n_samples,test_rmse_mean,test_rmse_std,test_r2_mean,test_r2_std,train_r2_mean
trans_scratch_vw1_tw1_e2,transpolymer,1.0,1.0,EPS,382,0.5269,0.0797,0.7739,0.0225,0.9264
